# gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs
1.414173609968877310e+00 -2.059376460988332214e-01 2.961122443993753281e-02 -1.301182288700431303e-03 9.434537568383637381e+34 6.688033205309829636e+34
1.152623306415560211e+00 -1.385546253676843975e-01 3.554517337047467113e-02 -2.433221857602925042e-03 1.605007957288058006e+35 1.092835428262902939e+35
7.614651690504262715e-01 1.530485746646884637e-01 -1.533153825826842273e-02 2.023906155952130345e-04 1.698466899473927995e+35 1.220751185500357111e+35
1.270010327976244913e+00 -1.627672548068346825e-01 3.552609426516697283e-02 -2.769130161311114495e-03 1.397647621232005319e+35 7.097958448933859635e+34
6.016374761945419980e-01 4.188541501082354568e-01 -7.541921086810365882e-02 3.163604688446831643e-03 1.180667155637698594e+35 7.445240249148964854e+34
3.606344708832089907e-01 4.664876275839082154e-01 -7.013522152322820835e-02 2.778744138484552043e-03 2.030870244639890549e+35 1.394337580733836348e+35
1.281810346586119254e+00 -1.665286205596438751e-01 4.263877928507036480e-02 -3.095157697501578486e-03 1.063809862858687941e+35 5.760541870531169144e+34
6.633608489609031933e-01 2.827418108480566072e-01 -5.065224035669706193e-02 2.608349818060442561e-03 1.516394518449535017e+35 1.296296671703211104e+35
3.845603713723568795e-01 7.710012176210351287e-01 -1.710826556779210528e-01 8.529720822305124350e-03 9.471640193075000304e+34 7.073217688258449135e+34
5.401072545073297704e-01 5.053276519581288984e-01 -8.497538080967953489e-02 3.294227656762418587e-03 9.047225915523262485e+34 6.136005606418775069e+34
6.301951287751911268e-01 4.271127528471157508e-01 -8.386512165978746158e-02 4.097407389367695163e-03 9.634187499353660445e+34 7.882371526902842871e+34
6.842128712476457375e-01 2.313725363728989515e-01 -2.964307407056610694e-02 6.091253476880898734e-04 1.687318197513692800e+35 1.134850149841313194e+35
3.154891298847599113e-01 5.591371610955890858e-01 -9.291534856890530658e-02 4.226945689416317618e-03 1.627078375365573455e+35 1.195220653592876102e+35
5.102971967083335114e-01 7.164041943992414119e-01 -1.620646741446928607e-01 8.167783403926319116e-03 7.262605422563059452e+34 5.486949877171019452e+34
1.074543703024936958e+00 -1.720926451560156056e-01 5.687059851803960564e-02 -4.299524605296110857e-03 1.903823416453856809e+35 1.629256475800118538e+35
5.791545335480439149e-01 2.934475061910299387e-01 -4.599810337630878820e-02 2.209716867237282011e-03 1.846862297636571204e+35 1.662587661737610611e+35
1.351202179640128342e+00 -2.328042542898485778e-01 5.078805956761129475e-02 -3.113447688883367107e-03 8.999332806206258015e+34 8.443702795713070065e+34
4.505329895793225847e-01 4.441351922635140559e-01 -7.217758348229771914e-02 3.262369372471124462e-03 2.111119413132678141e+35 9.269029759741565019e+34
2.226789142580092307e-01 5.667203106169624860e-01 -8.032975982032611317e-02 2.446665978992347470e-03 2.041594075685612834e+35 1.441727123162473511e+35
2.579482225052815991e-01 5.946350019605630699e-01 -9.504257164213100739e-02 4.051131143366632284e-03 1.689812061679513728e+35 1.187479575040638824e+35
1.120767182594651690e+00 -2.049157330894543771e-02 -2.679741953794870582e-03 3.924991853331147784e-04 1.304457642574698357e+35 8.560402406510807723e+34
1.086629697653190396e+00 1.334670181741592909e-01 -4.001533444255021832e-02 1.705418339791581368e-03 6.788506216533250158e+34 6.452878943452274011e+34
2.256239630750485059e-01 7.180316214107289596e-01 -1.370897054489491063e-01 6.921073143929931150e-03 1.434325040444315982e+35 1.150571767513496833e+35
9.185714856517195326e-01 -3.288810883456844830e-02 2.852148130324999586e-02 -2.655894018622218140e-03 2.351437237046456309e+35 1.273447985255827690e+35
1.132317582198620443e+00 -1.156815648566480448e-01 3.208191266525044910e-02 -2.585995855091207697e-03 1.297511107186489020e+35 1.267084613660963042e+35
1.325423051549769360e+00 -2.130968808520783131e-01 5.154765256283112135e-02 -3.583208071653247624e-03 9.975920991982975040e+34 6.742309280654571451e+34
2.770542116867211746e-01 5.216539720693716964e-01 -7.163214667116309109e-02 2.351265170538808721e-03 1.651731529307059181e+35 1.469417714709674631e+35
5.900082003531078589e-01 2.153465676199469714e-01 -1.679343873109906404e-02 -3.392687637399045353e-04 2.591791387089161623e+35 1.597853576803006998e+35
3.199494097709095208e-01 6.560458759501353043e-01 -1.220797018455941768e-01 6.209876492158189661e-03 1.118239405773213126e+35 9.400812554300612323e+34
3.579051875547965000e-01 7.185403242886400088e-01 -1.413858651693526980e-01 6.833460820482026472e-03 8.297604916965574960e+34 7.626094819583213444e+34
1.046830728693599832e+00 -8.113264338223244443e-02 3.134856926057607435e-02 -2.645421384889028431e-03 1.763179140017550075e+35 1.076985136025763414e+35
5.816005614374495369e-01 4.590873658663421897e-01 -9.290507953067926594e-02 4.717312638769274001e-03 1.331458806006927134e+35 7.524059715311722920e+34
7.038227256991927971e-01 1.293795802613871837e-01 -2.606059598515121124e-03 -8.627352942886224417e-04 1.963178111773414822e+35 1.860610058277370032e+35
6.362974217639648655e-01 3.964881478504536649e-01 -6.868913245974109238e-02 3.009188269223801986e-03 8.438522036334441262e+34 8.074222001798534874e+34
1.259078233121770474e+00 -1.411028730077459048e-01 2.079349905084059216e-02 -7.933831249131316401e-04 1.466401582877357794e+35 8.229733258696124446e+34
8.626388735552945608e-01 2.006303098123833062e-01 -2.595348136380679419e-02 3.197642769355387880e-04 7.883983567487120862e+34 6.927186997096165195e+34
1.144269052595664915e+00 6.357199661690042178e-03 -5.025159436146203751e-03 -2.627343741565140215e-04 8.882216591035968208e+34 6.989990152369060913e+34
9.793742896910695439e-01 1.333132768945757274e-01 -2.708751778089936446e-02 5.771382305820595658e-04 1.029837385827804985e+35 6.855058472171984098e+34
1.134181117015053974e+00 1.312629938358471360e-02 4.005435328895913874e-03 -9.163051338402535126e-04 7.052187782550707307e+34 5.820730021247627389e+34
7.654641348810242718e-01 2.830579800733784013e-01 -3.677648897358810204e-02 6.566786968714951375e-04 7.400026089650687881e+34 6.729659358112949383e+34
5.453958536791757572e-01 2.967182901364376901e-01 -3.695627636792180037e-02 1.043359332810039506e-03 1.777573076241501931e+35 1.549983180363560546e+35
2.120914258504784100e-01 6.891708213678712225e-01 -1.107668483607656407e-01 4.582972574739929521e-03 1.235097948780029256e+35 9.589417810355059069e+34
2.686400546174814163e-01 5.409869163644956958e-01 -7.910099638978196346e-02 3.044889556688937845e-03 2.297127124808648138e+35 1.138442853451700470e+35
2.095148744449064626e-01 6.144302544137421052e-01 -9.771921987222734196e-02 4.254821862417344780e-03 1.569880155158394779e+35 1.550063913900343023e+35
3.104856927784391818e-01 5.265984243776267171e-01 -7.555299835378932738e-02 2.611288000567767859e-03 1.487102681738087548e+35 1.274510024103390868e+35
4.676716261181909640e-01 4.096080501055615608e-01 -6.463461917409724089e-02 2.675913743976818335e-03 1.740606755825111280e+35 1.295642376420175518e+35
2.079873621552701390e-01 6.107731386533101769e-01 -9.586335622226942188e-02 3.505994588871815150e-03 2.104757289031871635e+35 1.415695566005147908e+35
9.844522938216738739e-01 1.800695047039716779e-01 -4.951095595894693113e-02 3.097321649588138590e-03 8.491917188626885126e+34 6.960415520140086385e+34
3.747535224453794611e-01 4.876463493866675658e-01 -7.952507675783478114e-02 3.626600531089623457e-03 2.215189164796818576e+35 1.110873204887877806e+35
3.012415404229204507e-01 6.741709785606879723e-01 -1.197971807922200704e-01 5.516909508838152565e-03 9.866061254634728323e+34 9.336690575932721270e+34
5.143039787288868903e-01 6.729115234330378392e-01 -1.491842073872461372e-01 7.344704000559290104e-03 7.082732185230363216e+34 6.639945765730827082e+34
5.954069836022745088e-01 4.975414672546836781e-01 -1.051912443843829870e-01 5.263181911143833581e-03 9.260711450635154722e+34 7.901164078759563494e+34
2.640118269971186149e-01 7.071231616493649508e-01 -1.267492131232799690e-01 5.350552238981774213e-03 1.121842260310591232e+35 9.519365769205033201e+34
2.853250752097186149e-01 8.119891696058758601e-01 -1.658881202967276980e-01 8.616087245879288856e-03 8.669725843946997425e+34 7.216094814480970226e+34
5.316238662241080659e-01 6.324551632239308052e-01 -1.492494780655537201e-01 8.450609223319555108e-03 9.248665078138369654e+34 7.242009457509460050e+34
6.288481780901387097e-01 5.133852652417165707e-01 -1.058289971137018060e-01 5.246657577933170995e-03 7.379897826873785199e+34 6.081519578143027627e+34
2.372510896196565466e-01 5.568718400654004697e-01 -7.743546321879847538e-02 2.257011140115413803e-03 1.873253687672272832e+35 1.418395786189326650e+35
3.963649494735455026e-01 4.211325069448837999e-01 -6.707487435871306580e-02 3.204433027288302281e-03 3.564786106299217171e+35 1.324445944176440943e+35
3.487689984216236216e-01 7.806722222770059449e-01 -1.639420092858984990e-01 8.674443915495056931e-03 8.059934948752007153e+34 6.798071445270593104e+34
2.115913140589548713e-01 6.486652101911940527e-01 -1.056097405072117107e-01 4.000021420277922145e-03 1.632674076362248513e+35 1.288229880853485581e+35
5.099786891663609101e-01 4.757280736971010726e-01 -9.300734261650032975e-02 4.777536755390739305e-03 1.352780624565988057e+35 1.027733014856179484e+35
3.281612648031106416e-01 7.770433999546865200e-01 -1.637048030769831797e-01 8.045979041687566571e-03 9.474113841605406525e+34 7.824256735016131901e+34
5.860499825115641492e-01 5.044060844684912226e-01 -1.016828967296576208e-01 4.670180658932552957e-03 9.681781202769492604e+34 6.825730570986375540e+34
2.128303950867635463e-01 6.744483122122819641e-01 -1.172120471597850044e-01 4.952453432302131482e-03 1.656786468229011280e+35 1.250150075140673483e+35
5.193174899469997774e-01 3.777587949519695121e-01 -6.693542838901077319e-02 3.397359160598548752e-03 2.245394364983793336e+35 1.276610967317951024e+35
9.275219224968455078e-01 1.425078047585368601e-01 -2.896286605169629685e-02 9.226385867918845442e-04 1.140514855095948822e+35 8.884117864922859963e+34
3.953374629543414120e-01 5.474743976966107706e-01 -1.027544096603693474e-01 4.893673151220235412e-03 1.617539688151061285e+35 1.133964358715105466e+35
7.604247952340594807e-01 3.174693523504135695e-01 -6.457735072999849779e-02 2.866766631211113085e-03 9.530842280462385767e+34 8.290197303485625604e+34
5.702521115998785417e-01 3.442085763789341502e-01 -5.847399545685020433e-02 2.740310531783164954e-03 1.627642522043035659e+35 1.326283377410268958e+35
1.054857405260821279e+00 8.114564871850744876e-02 -2.651948498349691874e-02 1.417442862072191938e-03 9.216471261980377527e+34 8.997533813632333729e+34
6.288703400042411351e-01 3.691562937573409919e-01 -5.997705812116919249e-02 2.464419942820299941e-03 1.287091195406298926e+35 6.715874527239732498e+34
2.670545995689096452e-01 6.382212952727288613e-01 -1.161422902081975933e-01 5.334394660500635203e-03 1.695553775646858531e+35 1.283267093676567857e+35
3.646705522145944345e-01 5.637501081796102431e-01 -9.569755688919442949e-02 4.155027716440574774e-03 1.280767819603995356e+35 1.022454537053377706e+35
8.769374476789895123e-01 2.036693906080874195e-01 -3.277146881613336726e-02 8.322831295664197271e-04 7.741147043592695169e+34 7.627719811031239301e+34
6.167743906906253404e-01 3.651294827636384910e-01 -6.150077796696254429e-02 2.926862649203457612e-03 1.401335642218587007e+35 7.341703921542425385e+34
5.651456419865249492e-01 5.130454519298836003e-01 -1.034805389471658565e-01 4.574488274601272962e-03 9.236161029466637950e+34 8.114439043175167025e+34
9.823840366192022611e-01 -5.033319995644951195e-02 2.498500533758553702e-02 -2.180702028818660640e-03 2.058138113363478505e+35 1.305326457822189289e+35
5.683011441832828137e-01 3.534387112016413868e-01 -5.351983265017344615e-02 1.470578569453504696e-03 1.392279753509283512e+35 1.222449773111912577e+35
6.884274181609637555e-01 3.637900516506386017e-01 -7.146578107402541680e-02 3.145212841555570116e-03 9.831810043591571618e+34 8.979473834164224160e+34
3.314895799900513529e-01 5.065383545652369923e-01 -7.673939875908793173e-02 2.699865435709469016e-03 1.947069119022739709e+35 1.317022486266944818e+35
3.567868500624529760e-01 5.016682073285497756e-01 -7.618419915040836043e-02 2.745721172792096616e-03 1.540404948056670161e+35 1.310512853397582936e+35
8.272705745099568908e-01 2.217102525110133671e-01 -3.559254628878499860e-02 1.405818547372055102e-03 8.350500548922110956e+34 8.194707325246155528e+34
7.138804707894268464e-01 2.344062278555829326e-01 -2.893338770016229758e-02 5.061776741521838542e-04 1.373531269380797070e+35 9.173301858317309544e+34
7.005335725085171106e-01 3.522526961306178817e-01 -7.778207561762093269e-02 4.283193048991189820e-03 1.546595178070713534e+35 8.170731385937411388e+34
3.044344374484140303e-01 7.813369332492269281e-01 -1.687735011476541036e-01 8.833294977860291219e-03 1.167656322725259471e+35 8.392730863187625077e+34
4.169611724440564493e-01 3.235331392135468720e-01 -2.732087866293218467e-02 -3.797638428137761020e-04 2.922940925474633360e+35 1.562956553493580220e+35
8.204512427078014536e-01 4.505451340245952840e-01 -1.202218743199245238e-01 6.796309633082920666e-03 6.823066960306829875e+34 5.794771704849779293e+34
5.108249548551605512e-01 3.202343699358135010e-01 -3.376227705352281144e-02 1.012568693159240902e-04 2.091974267998840365e+35 1.157383892698665972e+35
3.372925188761144444e-01 7.483504048412622511e-01 -1.519262595249479542e-01 7.288434877994887616e-03 8.663006685714198922e+34 8.117450952918007592e+34
5.416285490921604051e-01 5.499725545971589913e-01 -1.105018609930226159e-01 5.869124237281847685e-03 8.876879915591861995e+34 6.445230029252792571e+34
6.307415289137475733e-01 3.747337601025073073e-01 -7.183117962470073059e-02 3.162247505563855077e-03 1.635792473313688862e+35 8.406621385469452871e+34
2.779201095574648783e-01 7.592419903940570425e-01 -1.520772957338961118e-01 7.238187693288058999e-03 1.031437697309445922e+35 9.723683019776828836e+34
2.906939367876901770e-01 5.826723885544855541e-01 -9.357233992448235615e-02 3.664127184920441468e-03 1.474635596557006602e+35 1.230731865605122420e+35
6.960756413350543959e-01 4.836170242552685350e-01 -1.103365544342152088e-01 5.389579446728156448e-03 9.569527130897066813e+34 5.431790844741521566e+34
3.445502390124978720e-01 5.142971472249233678e-01 -8.129143147094700095e-02 2.794033342006553306e-03 2.612299520353273928e+35 1.083317232448898913e+35
2.623893397833763630e-01 5.447436770636771008e-01 -8.975465048016983971e-02 4.249250057600521997e-03 2.571313031579891838e+35 1.568746901059469768e+35
3.922073226766633058e-01 5.141456938109304486e-01 -8.042694917856806069e-02 3.016479453821086908e-03 1.333250899334103877e+35 1.019211810104828444e+35
4.298908175692098821e-01 3.767214485535610446e-01 -4.348551704535298656e-02 7.375770243860809393e-04 1.758795776335832734e+35 1.456116046416422419e+35
3.949157037063096842e-01 5.783307079150028507e-01 -1.042549215037174570e-01 4.811323851448385917e-03 1.172276785022012871e+35 9.154258459425269375e+34
1.012595287853153669e+00 1.706057592927965882e-01 -3.027567338964583590e-02 5.380099344850174624e-04 6.296457811565356110e+34 5.237540688394521841e+34
1.319651652543845977e+00 -1.155457128379775850e-01 2.032106020210233330e-02 -1.409926465911959768e-03 7.833871996080190854e+34 5.284357870792037874e+34
4.232738042104794429e-01 4.775584436006540812e-01 -8.468208857385388366e-02 3.910480089481509040e-03 1.668926395768751545e+35 1.420729543354090520e+35
3.266056743667130058e-01 4.548956640185740086e-01 -6.891795471945989793e-02 3.060704752395090704e-03 3.464473358017613364e+35 1.515789560262227779e+35
5.182958972100325523e-01 4.626719871097452197e-01 -7.182467886804184964e-02 2.529170453462974057e-03 1.277027032285329819e+35 6.408504708302042166e+34
8.344216688240490010e-01 8.480944129524077557e-02 -4.821365401401192866e-03 -2.775360030082531996e-04 1.776855225745137605e+35 1.510218321700187028e+35
5.460686607358047340e-01 3.572759611934140933e-01 -5.942696570207701978e-02 2.954359855036089392e-03 1.450250658791714425e+35 1.410897159002223409e+35
6.155138111743594376e-01 5.159880523720614676e-01 -1.098337187884970978e-01 5.586187153940005978e-03 7.659686663139704688e+34 7.006327448637109867e+34
1.025636942665253848e+00 -4.806127250640936099e-02 2.936960539978215184e-02 -2.814700969921950756e-03 1.307327394402175348e+35 9.273563530672578091e+34
2.369619438252897059e-01 5.109129052348023725e-01 -7.272816946177131092e-02 2.714595848972544811e-03 2.968245055286892991e+35 1.738635503625780187e+35
